name,password,phoneNumber,franchiseName,category,telephoneNumber,address,latitude,longitude,rrnPrefix,rrnCheckDigit,registrationNumber
올페이,Password123!,01000000024,부엌바이고메플러스,WESTERN,025970703,서울특별시 서초구 강남대로41길 15-19 지하1층 B011호,37.48642383,127.03213,891013,1,0000000024
올페이,Password123!,01000000025,(숙이네)고기쌈밥,KOREAN,023020594,"서울특별시 은평구 증산로3길 12 , 다동 24호 (증산동, 증산시장)",37.58148214,126.9050727,891013,1,0000000025
올페이,Password123!,01000000026,(신)낙원,CHINESE,0211111111,서울특별시 노원구 동일로208길 34 상가 지하1층 03호,37.6440379,127.0669375,891013,1,0000000026
올페이,Password123!,01000000027,(신)만다린,CHINESE,024044999,서울특별시 송파구 양산로10길 6-1 지하층,37.49243368,127.1449666,891013,1,0000000027
올페이,Password123!,01000000028,(신)종로떡방,OTHER,0226443500,"서울 양천구 목동동로 55, 108호 (신정동, 밀레니엄프라자)",37.51552462,126.8614006,891013,1,0000000028
올페이,Password123!,01000000029,(신스)Since1994오모가리마포용강점,KOREAN,0211111111,서울특별시 마포구 토정로31길 23 121동지하1층112호,37.54164032,126.9417379,891013,1,0000000029
올페이,Password123!,01000000030,(아이엠) I am 찌개,KOREAN,029341000,서울특별시 노원구 상계로24길 18 1층 좌측호,37.65762004,127.07009,891013,1,0000000030
올페이,Password123!,01000000031,(양)동촌,KOREAN,024074081,서울 송파구 새말로 169 (문정동),37.48558405,127.1315279,891013,1,0000000031
올페이,Password123!,01000000032,(와이낫)Y.not,WESTERN,0263260233,"서울특별시 관악구 신사로 112 ,1층(신림동)",37.48766407,126.9147142,891013,1,0000000032
올페이,Password123!,01000000033,(월순)철판동태찜,KOREAN,023251567,"서울 서대문구 연희맛로 17-14, 1층 (연희동)",37.5672186,126.9290506,891013,1,0000000033
올페이,Password123!,01000000034,아웃백스테이크하우스코리아,WESTERN,027495101,"서울 용산구 이태원로 172, 4층 (이태원동)",37.53421528,126.9929383,891013,1,0000000034
올페이,Password123!,01000000035,아웃백스테이크하우스코리아 사당파스텔시티점,WESTERN,0230197000,"서울 서초구 방배천로 11, 4층 (방배동, SK리더스뷰)",37.47769674,126.982231,891013,1,0000000035
올페이,Password123!,01000000036,오반에프에스,KOREAN,0236655333,서울 강서구 공항대로 353 (등촌동),37.55796528,126.8470498,891013,1,0000000036
올페이,Password123!,01000000037,한국맥도날드 구의역점,FASTFOOD,0262122700,서울특별시 광진구 아차산로 376 자양동,37.53643187,127.0844868,891013,1,0000000037
올페이,Password123!,01000000038,한국맥도날드 신림점,FASTFOOD,0200000000,"서울특별시 관악구 신림로 310 1, 2층",37.48190924,126.9301987,891013,1,0000000038
올페이,Password123!,01000000039,한국맥도날드 안암점,FASTFOOD,07070170367,서울특별시 성북구 고려대로24길 42 안암동5가,37.58441927,127.0292641,891013,1,0000000039
올페이,Password123!,01000000040,한국맥도날드 양평에스케이점,FASTFOOD,07070176505,서울특별시 영등포구 선유로 195 양평동3가,37.53106535,126.893519,891013,1,0000000040
올페이,Password123!,01000000041,한국맥도날드 이태원점,FASTFOOD,07070170305,서울특별시 용산구 이태원로 142-1 이태원동,37.53392714,126.9896964,891013,1,0000000041
올페이,Password123!,01000000042,한국맥도날드 이태원점,FASTFOOD,07070170305,서울특별시 용산구 이태원로 142-1 이태원동,37.53392714,126.9896964,891013,1,0000000042
올페이,Password123!,01000000043,한국맥도날드 전농점,FASTFOOD,07070170548,서울특별시 동대문구 전농로16길 8 전농동,37.57828469,127.0577863,891013,1,0000000043
올페이,Password123!,01000000044,한국맥도날드 전농점,FASTFOOD,07070170548,서울특별시 동대문구 전농로16길 8 전농동,37.57828469,127.0577863,891013,1,0000000044
올페이,Password123!,01000000045,한국맥도날드구의역점,FASTFOOD,07070170439,서울특별시 광진구 아차산로 376 자양동,37.53643187,127.0844868,891013,1,0000000045
올페이,Password123!,01000000046,한국맥도날드구의역점,FASTFOOD,07070170439,서울특별시 광진구 아차산로 376 자양동,37.53643187,127.0844868,891013,1,0000000046
올페이,Password123!,01000000047,아웃백스테이크하우스 건대스타시티점,WESTERN,0222183021,"서울 광진구 능동로 92, 스타시티몰 2층 201호 202호 (자양동, 롯데백화점)",37.53899973,127.0712144,891013,1,0000000047
올페이,Password123!,01000000048,아웃백스테이크하우스 명동점,WESTERN,027786731,"서울 중구 명동3길 36, 3층 (을지로2가)",37.56534688,126.9837357,891013,1,0000000048
올페이,Password123!,01000000049,아웃백스테이크하우스 상봉홈플러스점,WESTERN,0269882252,"서울 중랑구 망우로 353, 지하1층 (상봉동, 상봉프레미어스엠코)",37.59795123,127.0900909,891013,1,0000000049
올페이,Password123!,01000000050,아웃백스테이크하우스 양재점,GENERAL,025648601,서울특별시 서초구 남부순환로 2567 2층,37.48461881,127.0312997,891013,1,0000000050
올페이,Password123!,01000000051,아웃백스테이크하우스 왕십리역사점,WESTERN,0222929131,"서울특별시 성동구 왕십리광장로 17 본동2층(행당동,왕십리민자역사)",37.56146769,127.0383445,891013,1,0000000051
올페이,Password123!,01000000052,아웃백스테이크하우스 청량리역사점,WESTERN,0232954842,서울특별시 동대문구 왕산로 214 4층 404호,37.5777573,127.0453439,891013,1,0000000052
올페이,Password123!,01000000053,아웃백스테이크하우스 코엑스스타필드점,WESTERN,025584491,"서울 강남구 영동대로 513 , 지하1층 H123호 스타필드 코엑스몰 (삼성동)",37.51201831,127.059037,891013,1,0000000053
올페이,Password123!,01000000054,아웃백스테이크하우스 합정점,WESTERN,023388591,"서울 마포구 월드컵로3길 14 , 1층 110호-113호 (합정동)",37.55103589,126.9123437,891013,1,0000000054
올페이,Password123!,01000000055,아웃백스테이크하우스코리아,WESTERN,0220548300,"서울 강남구 강남대로 298, 6층 (역삼동, 푸르덴셜타워)",37.49006153,127.0321679,891013,1,0000000055
올페이,Password123!,01000000056,아웃백스테이크하우스코리아 가산점,WESTERN,028530461,"서울 금천구 디지털로10길 9, 7층 하이힐 (가산동)",37.47762226,126.8890639,891013,1,0000000056
올페이,Password123!,01000000057,아웃백스테이크하우스코리아 동대문점,WESTERN,0222832902,"서울 중구 장충단로13길 20 , 9층 (을지로6가)",37.56870764,127.0076531,891013,1,0000000057
올페이,Password123!,01000000058,아웃백스테이크하우스코리아 용산아이파크몰점,WESTERN,0220120751,"서울 용산구 한강대로23길 55, 7층 (한강로3가, 용산역)",37.52983923,126.964861,891013,1,0000000058
올페이,Password123!,01000000059,아웃백스테이크하우스코리아 천호현대점,WESTERN,0222258965,"서울 강동구 천호대로 1005, 11층 (천호동, 현대백화점)",37.53898763,127.1244491,891013,1,0000000059
올페이,Password123!,01000000060,아웃백스테이크하우스코리아강남점,WESTERN,025154791,"서울 강남구 강남대로 502, 2층 (논현동, 서희빌딩)",37.50713253,127.0236764,891013,1,0000000060
올페이,Password123!,01000000061,아웃백스테이크하우스코리아공항점,WESTERN,0236611101,"서울 강서구 마곡중앙6로 16, 3층 301호 (마곡동, 마곡지엠지타워)",37.56041775,126.8290945,891013,1,0000000061
올페이,Password123!,01000000062,아웃백스테이크하우스코리아교대점,WESTERN,0230197000,"서울 서초구 서초대로 338, 지하1층 (서초동)",37.49485546,127.0186166,891013,1,0000000062
올페이,Password123!,01000000063,아웃백스테이크하우스코리아남영점,GENERAL,0230197000,서울 용산구 한강대로 270 (남영동),37.54244363,126.9732181,891013,1,0000000063
올페이,Password123!,01000000064,아웃백스테이크하우스코리아도곡점,WESTERN,0230197000,서울 강남구 남부순환로 2909 (대치동),37.49218087,127.0574108,891013,1,0000000064
올페이,Password123!,01000000065,아웃백스테이크하우스코리아독산점,GENERAL,0230197000,서울 금천구 시흥대로 399 (독산동),37.46940587,126.896869,891013,1,0000000065
올페이,Password123!,01000000066,아웃백스테이크하우스코리아메트로,WESTERN,0230197000,"서울 중구 명동9가길 14 (을지로2가, 메트로호텔)",37.56516852,126.9837303,891013,1,0000000066
올페이,Password123!,01000000067,아웃백스테이크하우스코리아명동중앙점,WESTERN,027790211,서울 중구 명동길 60 (명동2가),37.56377534,126.9857837,891013,1,0000000067
올페이,Password123!,01000000068,아웃백스테이크하우스코리아목동점,WESTERN,0226495315,서울 양천구 등촌로 12 (목동),37.53112965,126.8641645,891013,1,0000000068
올페이,Password123!,01000000069,아웃백스테이크하우스코리아미아점,WESTERN,0230197142,"서울 강북구 도봉로 62, 롯데백화점미아점 9층 (미아동)",37.61459052,127.0305147,891013,1,0000000069
올페이,Password123!,01000000070,아웃백스테이크하우스코리아센트럴,WESTERN,0230197000,"서울 서초구 신반포로 176 , 센트럴시티빌딩 중층 FPM-2호 (반포동)",37.50428126,127.0045667,891013,1,0000000070
올페이,Password123!,01000000071,아웃백스테이크하우스코리아수유점,WESTERN,0230197000,서울 강북구 도봉로 321 (수유동),37.63693828,127.024098,891013,1,0000000071
올페이,Password123!,01000000072,아웃백스테이크하우스코리아영등포,WESTERN,0230197000,"서울 영등포구 영등포로 216, 8호 (영등포동3가)",37.51962774,126.905366,891013,1,0000000072
올페이,Password123!,01000000073,아웃백스테이크하우스코리아이대점,WESTERN,0230197000,"서울 서대문구 신촌로 121, 4254 82 (창천동)",37.55621083,126.9393094,891013,1,0000000073
올페이,Password123!,01000000074,아웃백스테이크하우스코리아장안점,WESTERN,0222490461,"서울 동대문구 장한로 105 201(장안동,장안뉴시티201호~205호)",37.57008597,127.0699706,891013,1,0000000074
올페이,Password123!,01000000075,아웃백스테이크하우스코리아중계점,WESTERN,029398371,서울 노원구 한글비석로 270 (중계동),37.6515748,127.0774025,891013,1,0000000075
올페이,Password123!,01000000076,아웃백스테이크하우스코리아충무로,WESTERN,023194071,"서울 중구 삼일대로 299, 1층 111 (충무로2가, 성창빌딩)",37.56154657,126.9884874,891013,1,0000000076
올페이,Password123!,01000000077,아웃백스테이크하우스타임스퀘어점,WESTERN,0220693821,"서울 영등포구 영중로 15, 지하2층 (영등포동4가, 타임스퀘어)",37.51719571,126.9036461,891013,1,0000000077
올페이,Password123!,01000000078,아이러브떡볶이,KOREAN,0222327872,"서울 중구 퇴계로76길 50, 1층 1-7 (신당동, 성완빌딩)",37.56314169,127.0147253,891013,1,0000000078
올페이,Password123!,01000000079,울프강스테이크하우스코리아,GENERAL,025568700,"서울 강남구 선릉로152길 21, 1층 (청담동, 영인빌딩)",37.52449143,127.0414636,891013,1,0000000079
올페이,Password123!,01000000080,(은평점)은평어시장&포장전문점,GENERAL,023040284,서울특별시 은평구 응암로 169 1층,37.58715781,126.9162054,891013,1,0000000080
올페이,Password123!,01000000081,(재)케이티그룹희망나눔재단,GENERAL,0234120847,서울특별시 강남구 광평로47길 28 6층,37.48848576,127.0988067,891013,1,0000000081
올페이,Password123!,01000000082,(재)케이티그룹희망나눔재단,GENERAL,0232804561,서울특별시 강남구 광평로47길 28 KT 6층,37.48848576,127.0988067,891013,1,0000000082
올페이,Password123!,01000000083,(재)케이티그룹희망나눔재단 송파,GENERAL,0232761426,서울특별시 송파구 잠실로 209 KT송파타워 지하1층,37.51383209,127.1061304,891013,1,0000000083
올페이,Password123!,01000000084,(재)케이티그룹희망나눔재단 송파,GENERAL,0232761426,서울특별시 송파구 잠실로 209 KT송파타워 8층,37.51383209,127.1061304,891013,1,0000000084
올페이,Password123!,01000000085,(재)케이티그룹희망나눔재단 송파,GENERAL,021111111,"서울특별시 송파구 잠실로 209 8층, 지하1층",37.51383209,127.1061304,891013,1,0000000085
올페이,Password123!,01000000086,(제주)돈꼭집,GENERAL,07048333317,서울특별시 은평구 진흥로 143 1층,37.60851631,126.9255895,891013,1,0000000086
올페이,Password123!,01000000087,케이제이에이치푸드,KOREAN,025827778,"서울특별시 서초구 서초중앙로 26 102호,202호",37.48466644,127.0170062,891013,1,0000000087
올페이,Password123!,01000000088,가온지에스,KOREAN,07041410700,"서울 송파구 백제고분로7길 49, 1층 101호 (잠실동)",37.51094854,127.0843368,891013,1,0000000088
올페이,Password123!,01000000089,갑부,GENERAL,024125577,서울특별시 송파구 가락로 110 2층,37.50125131,127.108231,891013,1,0000000089
올페이,Password123!,01000000090,갤러리에이트,WESTERN,0234458004,"서울 강남구 논현로152길 21, 1층 (신사동)",37.52137805,127.0298059,891013,1,0000000090
올페이,Password123!,01000000091,건축집단마,WESTERN,023338271,서울 마포구 토정로14길 9 (구수동),37.54493639,126.9326761,891013,1,0000000091
올페이,Password123!,01000000092,고르드,GENERAL,023659567,서울 서대문구 연세로 32 (창천동),37.55843094,126.9371325,891013,1,0000000092
올페이,Password123!,01000000093,고메서울 (카미소리),JAPANESE,027499640,서울특별시 용산구 한남대로21길 33 2층,37.53336171,127.0065885,891013,1,0000000093
올페이,Password123!,01000000094,광민동아 동아냉면,KOREAN,027967442,서울 용산구 대사관로 45-1 (한남동),37.53372887,127.0032677,891013,1,0000000094
올페이,Password123!,01000000095,기야마,BAKERY,027379360,서울 동대문구 한빛로 28 (신설동),37.57786467,127.0259401,891013,1,0000000095
올페이,Password123!,01000000096,김앤김대게 공덕점,KOREAN,027073390,서울특별시 마포구 마포대로 109 롯데캐슬프레지던트 제지2충,37.54506865,126.9508475,891013,1,0000000096
올페이,Password123!,01000000097,늘솜,GENERAL,027787718,"서울 중구 세종대로 136, 지하1층 (태평로1가, 파이낸스빌딩)",37.568415,126.978284,891013,1,0000000097
올페이,Password123!,01000000098,늘솜 생어거스킨 타임스퀘어점,WESTERN,0226362018,"서울 영등포구 영중로 15, 4층 409 (영등포동4가, 타임스퀘어)",37.51719571,126.9036461,891013,1,0000000098
올페이,Password123!,01000000099,다이닝원 명동,JAPANESE,027531230,"서울 중구 명동길 55, 4층 (명동1가)",37.56414837,126.98538,891013,1,0000000099
올페이,Password123!,01000000100,대영케이씨비에스 죠샌드위치 반포점,GENERAL,025334433,"서울 서초구 서초중앙로 217 (반포동, 대동빌딩)",37.50103554,127.0116369,891013,1,0000000100
올페이,Password123!,01000000101,더본인터내셔널,KOREAN,027303700,"서울 종로구 사직로8길 4, 301동 208호 광화문풍림스페이스본 (사직동, 광화문풍림스페이스본)",37.57467404,126.9698519,891013,1,0000000101
올페이,Password123!,01000000102,더헤븐,GENERAL,025494488,"서울 강남구 선릉로 703, 13층 (논현동, 에이치앤에스타워)",37.51769357,127.0407534,891013,1,0000000102
올페이,Password123!,01000000103,데이비드푸드 등나무시즌2,KOREAN,025404344,"서울 강남구 논현로152길 9, 203호 (신사동)",37.52109923,127.0289369,891013,1,0000000103
올페이,Password123!,01000000104,도시의어부,KOREAN,023040123,서울 마포구 월드컵북로44길 39 (상암동),37.57649059,126.8950208,891013,1,0000000104
올페이,Password123!,01000000105,동빙고 이촌,GENERAL,027947171,"서울 용산구 이촌로 319, 현대상가 101 (이촌동, 현대아파트)",37.51796526,126.9823282,891013,1,0000000105
올페이,Password123!,01000000106,디엔에이벤처스제오호,GENERAL,0211111111,서울특별시 강남구 가로수길 77 1층,37.52302334,127.022313,891013,1,0000000106
올페이,Password123!,01000000107,뚜리삼,KOREAN,027782959,"서울 중구 청계천로 8, 지하층 1층 프리미어플레이스 (무교동)",37.56885991,126.978212,891013,1,0000000107
올페이,Password123!,01000000108,레드캡 교대점,FASTFOOD,025950350,"서울 서초구 사임당로 85, 102호 (서초동)",37.4898391,127.0189961,891013,1,0000000108
올페이,Password123!,01000000109,레디투스세븐,KOREAN,0200000000,서울특별시 강남구 압구정로11길 37-53 1층,37.52904479,127.0192622,891013,1,0000000109
올페이,Password123!,01000000110,로코스 인터내셔널,WESTERN,0260913234,"서울 용산구 회나무로 83, 지층 (이태원동)",37.54098309,126.9955403,891013,1,0000000110
올페이,Password123!,01000000111,롯데리아 종로3가점,FASTFOOD,0222610735,"서울 종로구 종로 120, 외 3필지 (종로3가)",37.57005815,126.9909231,891013,1,0000000111
올페이,Password123!,01000000112,롯데리아 크리스피크림 수서역사점,BAKERY,027091058,서울 강남구 밤고개로 99,37.48540268,127.1045819,891013,1,0000000112
올페이,Password123!,01000000113,롯데리아 크리스피크림 홍제역점,BAKERY,027091053,"서울 서대문구 통일로 464 (홍제동, 홍제빌딩)",37.58995307,126.9432277,891013,1,0000000113
올페이,Password123!,01000000114,롯데리아보네스뻬브레드월드스포,FASTFOOD,0221431041,"서울 송파구 올림픽로 240, 롯데월드스포츠동 1층 S-102호 (잠실동)",37.5114818,127.0982241,891013,1,0000000114
올페이,Password123!,01000000115,마리진 알로하테이블 파르나스,GENERAL,0234539514,"서울 강남구 테헤란로 521, 파르나스몰 지하1층 F-17 (삼성동, 그랜드인터컨티넨탈서울)",37.50917448,127.0606252,891013,1,0000000115
올페이,Password123!,01000000116,마포감자국,KOREAN,029031132,"서울특별시 강북구 한천로 1158 , 1층(수유동)",37.6473974,127.016826,891013,1,0000000116
올페이,Password123!,01000000117,만포막국수,KOREAN,0222351357,"서울 중구 동호로14길 2, 1층 (신당동)",37.55581451,127.0102919,891013,1,0000000117
올페이,Password123!,01000000118,맛사랑,KOREAN,024184500,서울 송파구 석촌호수로 61  트리지움상가102호,37.510698,127.0862117,891013,1,0000000118
올페이,Password123!,01000000119,메이더 (제임스시카고피자2호점),GENERAL,07046321782,"서울 마포구 잔다리로6길 36, 1층 (서교동, 동천빌딩)",37.55225046,126.9212195,891013,1,0000000119
올페이,Password123!,01000000120,멜팅스톤,WESTERN,024663094,서울특별시 성동구 뚝섬로17가길 55 1층(성수동2가),37.54109497,127.059192,891013,1,0000000120
올페이,Password123!,01000000121,모닝테이블,GENERAL,025530724,"서울 강남구 언주로 305, 102호 백안빌딩 (역삼동)",37.49477975,127.0460848,891013,1,0000000121
올페이,Password123!,01000000122,몰리노프로젝트,WESTERN,0211111111,서울특별시 성동구 서울숲2길 19-18 1층,37.54743455,127.041168,891013,1,0000000122
올페이,Password123!,01000000123,문앤선리,BAKERY,023248203,"서울 마포구 홍익로 3, 지상 1층 (서교동)",37.55294745,126.9239037,891013,1,0000000123
올페이,Password123!,01000000124,미셸푸드 서울성모식당,GENERAL,0221427737,"서울 서초구 반포대로 222, 1층 (반포동, 강남성모병원의과대학)",37.50038692,127.0055388,891013,1,0000000124
올페이,Password123!,01000000125,미즈컨테이너,WESTERN,025365786,서울 서초구 서초대로73길 9 주 미즈컨테이너 (서초동),37.49830822,127.0252278,891013,1,0000000125
올페이,Password123!,01000000126,배강,FASTFOOD,07089509440,서울특별시 마포구 와우산로 73 101 102 (서교동),37.5510015,126.9229975,891013,1,0000000126
올페이,Password123!,01000000127,백년토종,KOREAN,023253399,"서울 강서구 하늘길 38, 2층 101호 (방화동)",37.57179309,126.8003709,891013,1,0000000127
올페이,Password123!,01000000128,베이커스필드,BAKERY,025663310,"서울 강남구 테헤란로25길 46, 4층 (역삼동)",37.50349518,127.03485,891013,1,0000000128
올페이,Password123!,01000000129,베토벤하우제,GENERAL,024431232,"서울 송파구 오금로36길 4-13, 1-1 (가락동)",37.50333364,127.1250801,891013,1,0000000129
올페이,Password123!,01000000130,별동부대 분짜라붐 광화문점,KOREAN,027221508,서울특별시 종로구 새문안로 87 1층,37.57037439,126.974292,891013,1,0000000130
올페이,Password123!,01000000131,별동부대 분짜라붐 이태원점,KOREAN,027494993,"서울특별시 용산구 이태원로 247 (738-25 지상 1,2층)",37.53691951,127.0002583,891013,1,0000000131
올페이,Password123!,01000000132,보따리,KOREAN,025797282,서울 서초구 논현로 27 (양재동),37.47325501,127.0486806,891013,1,0000000132
올페이,Password123!,01000000133,봉추푸드시스템 광화문점,KOREAN,027376981,"서울 종로구 종로1길 50, B동 지하1층 16호 (중학동, 더케이트윈타워)",37.57477917,126.9790503,891013,1,0000000133
올페이,Password123!,01000000134,부산갈매기,KOREAN,027185462,"서울 마포구 도화길 48-3, 1층 (도화동)",37.54174926,126.951016,891013,1,0000000134
올페이,Password123!,01000000135,비엔에스푸드 보돌미역 종로점,GENERAL,027251391,서울특별시 종로구 종로 51 종로타워 지하1층 B101호(종로2가),37.5707427,126.9836089,891013,1,0000000135
올페이,Password123!,01000000136,비움과채움 바오차이,CHINESE,0260310107,"서울 중구 을지로 100, B동 지하1층 B808호 파인에비뉴 (을지로2가)",37.56564868,126.9881425,891013,1,0000000136
올페이,Password123!,01000000137,비케이알 - BKR버거킹문정점,FASTFOOD,024310332,서울 송파구 송이로 239 (문정동),37.4880453,127.1317283,891013,1,0000000137
올페이,Password123!,01000000138,비케이알 버거킹 고대중앙광장점,FASTFOOD,029280330,"서울 성북구 안암로 145, 고려대중앙광장내 지하1층 (안암동5가)",37.59084261,127.0341422,891013,1,0000000138
올페이,Password123!,01000000139,사옹원 튀김공방,KOREAN,07088903091,서울특별시 서초구 강남대로 27 지하1층 지하B1-21호,37.4657309,127.0404564,891013,1,0000000139
올페이,Password123!,01000000140,삼송비엔씨,BAKERY,0535563030,"서울 마포구 월드컵로1길 14 , 딜라이트스퀘어1지구 지하2층 B217~B218 (합정동, 마포한강푸르지오)",37.5500308,126.912022,891013,1,0000000140
올페이,Password123!,01000000141,삿포로 참치,JAPANESE,024161479,"서울 송파구 올림픽로32길 32, 1층 1호 2 2호 (방이동, 유인빌딩)",37.51319186,127.1096408,891013,1,0000000141
올페이,Password123!,01000000142,서부감자국,KOREAN,023564555,서울 은평구 서오릉로 8 (녹번동),37.60224508,126.9269387,891013,1,0000000142
올페이,Password123!,01000000143,서청미역서초점,KOREAN,025880068,"서울특별시 서초구 서초대로40길 41 1층 101, 102호 (서초동)",37.48983729,127.008013,891013,1,0000000143
올페이,Password123!,01000000144,세운에프에스 도미노피자고대점,GENERAL,029639451,"서울 동대문구 안암로 82, 1층 (제기동, 세운빌딩)",37.58319174,127.0302878,891013,1,0000000144
올페이,Password123!,01000000145,소노인터내셔널 문정지점,KOREAN,0215884888,"서울 송파구 법원로 127, 지하1층 (문정동)",37.48631625,127.1187833,891013,1,0000000145
올페이,Password123!,01000000146,수향푸드,KOREAN,0211111111,서울특별시 강남구 봉은사로30길 73 지상2층 4호,37.50294426,127.0371255,891013,1,0000000146
올페이,Password123!,01000000147,스마트푸드(최원석의돼지한판&쭈꾸미),KOREAN,024474544,서울 광진구 아차산로 478 (구의동),37.54031781,127.0950338,891013,1,0000000147
올페이,Password123!,01000000148,스시로한국 타임스퀘어점,JAPANESE,0226333015,"서울특별시 영등포구 영중로 15 (영등포동4가, 타임스퀘어 지하 1층)",37.51719571,126.9036461,891013,1,0000000148
올페이,Password123!,01000000149,스타럭스 파르나스몰점,BAKERY,0234533803,"서울 강남구 테헤란로 521, 지하1층 (삼성동, 그랜드인터컨티넨탈서울)",37.50917448,127.0606252,891013,1,0000000149
올페이,Password123!,01000000150,스테프코리아 하이웨이주유소점,GENERAL,028311071,"서울특별시 강서구 공항대로 432 ,1층",37.55473641,126.8548109,891013,1,0000000150
올페이,Password123!,01000000151,시조명동진성닭칼국수,KOREAN,0222753125,서울특별시 종로구 종로40가길 10 1층,37.57038617,127.0061136,891013,1,0000000151
올페이,Password123!,01000000152,신세계푸드 노브랜드버거 코엑스점,KOREAN,0233976076,서울특별시 강남구 영동대로 513 (삼성동),37.51201831,127.059037,891013,1,0000000152
올페이,Password123!,01000000153,신세계푸드 데블스도어 코,GENERAL,0233976076,서울특별시 강남구 영동대로 513 (삼성동),37.51201831,127.059037,891013,1,0000000153
올페이,Password123!,01000000154,신세계푸드 부방,GENERAL,0233976076,서울특별시 강남구 삼성로 530 부방빌딩,37.50938434,127.055645,891013,1,0000000154
올페이,Password123!,01000000155,신세계푸드 온기스퀘어,GENERAL,0216885795,서울특별시 종로구 인사동7길 32 지하1층,37.57307403,126.9843204,891013,1,0000000155
